surface	surface_slp1	depth	freq	band	members	members_ru	ladder_tails	rungs_json
mahāsattvā	mahAsattvA	2	42	частые	mahat|sattva	великий|саттва	sattva|mahat-sattva	"[{""step"": 1, ""member"": ""sattva"", ""ru"": ""саттва"", ""ru_variants"": [""саттва"", ""существо"", ""благость""], ""tail"": ""sattva"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""mahat"", ""ru"": ""великий"", ""ru_variants"": [""великий"", ""великое"", ""великого""], ""tail"": ""mahat-sattva"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
nararṣabhaḥ	nararzaBaH	2	42	частые	nara|ṛṣabha	человек|бык	ṛṣabha|nara-ṛṣabha	"[{""step"": 1, ""member"": ""ṛṣabha"", ""ru"": ""бык"", ""ru_variants"": [""бык"", ""быка"", ""Ришабха""], ""tail"": ""ṛṣabha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""nara"", ""ru"": ""человек"", ""ru_variants"": [""человек"", ""мужи"", ""люди""], ""tail"": ""nara-ṛṣabha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
pañcāṅgaṁ	paYcANgaṁ	2	42	частые	pañcan|aṅga	пять|тело	aṅga|pañcan-aṅga	"[{""step"": 1, ""member"": ""aṅga"", ""ru"": ""тело"", ""ru_variants"": [""тело"", ""члены"", ""тела""], ""tail"": ""aṅga"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""pañcan"", ""ru"": ""пять"", ""ru_variants"": [""пять"", ""пятью"", ""пятеро""], ""tail"": ""pañcan-aṅga"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
tapovanam	tapovanam	2	42	частые	tapas|vana	подвижничество|лес	vana|tapas-vana	"[{""step"": 1, ""member"": ""vana"", ""ru"": ""лес"", ""ru_variants"": [""лес"", ""лесу"", ""в лесу""], ""tail"": ""vana"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""tapas"", ""ru"": ""подвижничество"", ""ru_variants"": [""подвижничество"", ""подвижничеством"", ""подвижничеству""], ""tail"": ""tapas-vana"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
daśāhaṁ	daSAhaṁ	2	41	частые	daśan|aha	десять|дни	aha|daśan-aha	"[{""step"": 1, ""member"": ""aha"", ""ru"": ""дни"", ""ru_variants"": [""дни"", ""я"", ""дней""], ""tail"": ""aha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""daśan"", ""ru"": ""десять"", ""ru_variants"": [""десять"", ""десятью"", ""Десять""], ""tail"": ""daśan-aha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
dharmajñā	DarmajYA	2	41	частые	dharma|jña	дхарма|знаю	jña|dharma-jña	"[{""step"": 1, ""member"": ""jña"", ""ru"": ""знаю"", ""ru_variants"": [""знаю"", ""знающий"", ""знает""], ""tail"": ""jña"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""dharma"", ""ru"": ""дхарма"", ""ru_variants"": [""дхарма"", ""дхармы"", ""закон""], ""tail"": ""dharma-jña"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
dharmārthaṁ	DarmArTaṁ	2	41	частые	dharma|artha	дхарма|ради	artha|dharma-artha	"[{""step"": 1, ""member"": ""artha"", ""ru"": ""ради"", ""ru_variants"": [""ради"", ""для"", ""смысл""], ""tail"": ""artha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""dharma"", ""ru"": ""дхарма"", ""ru_variants"": [""дхарма"", ""дхармы"", ""закон""], ""tail"": ""dharma-artha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
mahāpuṇyaṁ	mahApuRyaṁ	2	41	частые	mahat|puṇya	великий|святая	puṇya|mahat-puṇya	"[{""step"": 1, ""member"": ""puṇya"", ""ru"": ""святая"", ""ru_variants"": [""святая"", ""святые"", ""святой""], ""tail"": ""puṇya"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""mahat"", ""ru"": ""великий"", ""ru_variants"": [""великий"", ""великое"", ""великого""], ""tail"": ""mahat-puṇya"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
manuṣyendra	manuzyendra	2	41	частые	manuṣya|indra	люди|Индра	indra|manuṣya-indra	"[{""step"": 1, ""member"": ""indra"", ""ru"": ""Индра"", ""ru_variants"": [""Индра"", ""Индры"", ""Индру""], ""tail"": ""indra"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""manuṣya"", ""ru"": ""люди"", ""ru_variants"": [""люди"", ""людей"", ""человек""], ""tail"": ""manuṣya-indra"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
prāṅmukho	prANmuKo	2	41	частые	prāñc|mukha	вперед|лицо	mukha|prāñc-mukha	"[{""step"": 1, ""member"": ""mukha"", ""ru"": ""лицо"", ""ru_variants"": [""лицо"", ""рот"", ""уста""], ""tail"": ""mukha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""prāñc"", ""ru"": ""вперед"", ""ru_variants"": [""вперед"", ""на восток"", ""восточной""], ""tail"": ""prāñc-mukha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
rājaputraṁ	rAjaputraṁ	2	41	частые	rājan|putra	царь|сын	putra|rājan-putra	"[{""step"": 1, ""member"": ""putra"", ""ru"": ""сын"", ""ru_variants"": [""сын"", ""сына"", ""сыновей""], ""tail"": ""putra"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""rājan"", ""ru"": ""царь"", ""ru_variants"": [""царь"", ""царя"", ""о царь""], ""tail"": ""rājan-putra"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svakarmabhiḥ	svakarmaBiH	2	41	частые	sva|karman	свой|действия	karman|sva-karman	"[{""step"": 1, ""member"": ""karman"", ""ru"": ""действия"", ""ru_variants"": [""действия"", ""деяния"", ""действие""], ""tail"": ""karman"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-karman"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
vadhārthaṁ	vaDArTaṁ	2	41	частые	vadha|artha	убить|ради	artha|vadha-artha	"[{""step"": 1, ""member"": ""artha"", ""ru"": ""ради"", ""ru_variants"": [""ради"", ""для"", ""смысл""], ""tail"": ""artha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""vadha"", ""ru"": ""убить"", ""ru_variants"": [""убить"", ""убийство"", ""смерть""], ""tail"": ""vadha-artha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
virūpākṣaṁ	virUpAkzaṁ	2	41	частые	virūpa|akṣa	безобразные|кости	akṣa|virūpa-akṣa	"[{""step"": 1, ""member"": ""akṣa"", ""ru"": ""кости"", ""ru_variants"": [""кости"", ""ось"", ""игральные кости""], ""tail"": ""akṣa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""virūpa"", ""ru"": ""безобразные"", ""ru_variants"": [""безобразные"", ""несхожие"", ""Вирупа""], ""tail"": ""virūpa-akṣa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
śucismitā	SucismitA	2	41	частые	śuci|smita	чистый|улыбка	smita|śuci-smita	"[{""step"": 1, ""member"": ""smita"", ""ru"": ""улыбка"", ""ru_variants"": [""улыбка"", ""улыбкой"", ""улыбки""], ""tail"": ""smita"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""śuci"", ""ru"": ""чистый"", ""ru_variants"": [""чистый"", ""чистые"", ""чист""], ""tail"": ""śuci-smita"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
devānāmindro	devAnAmindro	2	40	частые	deva|indra	боги|Индра	indra|deva-indra	"[{""step"": 1, ""member"": ""indra"", ""ru"": ""Индра"", ""ru_variants"": [""Индра"", ""Индры"", ""Индру""], ""tail"": ""indra"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""deva"", ""ru"": ""боги"", ""ru_variants"": [""боги"", ""богов"", ""бог""], ""tail"": ""deva-indra"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
dharmādharmau	DarmADarmO	2	40	частые	dharma|adharma	дхарма|беззаконие	adharma|dharma-adharma	"[{""step"": 1, ""member"": ""adharma"", ""ru"": ""беззаконие"", ""ru_variants"": [""беззаконие"", ""несправедливость"", ""адхарма""], ""tail"": ""adharma"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""dharma"", ""ru"": ""дхарма"", ""ru_variants"": [""дхарма"", ""дхармы"", ""закон""], ""tail"": ""dharma-adharma"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
dṛḍhavrataḥ	dfQavrataH	2	40	частые	dṛḍha|vrata	крепко|обет	vrata|dṛḍha-vrata	"[{""step"": 1, ""member"": ""vrata"", ""ru"": ""обет"", ""ru_variants"": [""обет"", ""обеты"", ""заветы""], ""tail"": ""vrata"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""dṛḍha"", ""ru"": ""крепко"", ""ru_variants"": [""крепко"", ""сильно"", ""крепкий""], ""tail"": ""dṛḍha-vrata"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
gomūtre	gomUtre	2	40	частые	go|mūtra	коров|мочу	mūtra|go-mūtra	"[{""step"": 1, ""member"": ""mūtra"", ""ru"": ""мочу"", ""ru_variants"": [""мочу"", ""моча"", ""мочи""], ""tail"": ""mūtra"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""go"", ""ru"": ""коров"", ""ru_variants"": [""коров"", ""коровы"", ""корову""], ""tail"": ""go-mūtra"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
kāmakrodhau	kAmakroDO	2	40	частые	kāma|krodha	желание|гнев	krodha|kāma-krodha	"[{""step"": 1, ""member"": ""krodha"", ""ru"": ""гнев"", ""ru_variants"": [""гнев"", ""гнева"", ""гневом""], ""tail"": ""krodha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""kāma"", ""ru"": ""желание"", ""ru_variants"": [""желание"", ""желания"", ""желаний""], ""tail"": ""kāma-krodha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
maharṣiḥ	maharziH	2	40	частые	mahat|ṛṣi	великий|риши	ṛṣi|mahat-ṛṣi	"[{""step"": 1, ""member"": ""ṛṣi"", ""ru"": ""риши"", ""ru_variants"": [""риши"", ""мудрец"", ""мудрецы""], ""tail"": ""ṛṣi"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""mahat"", ""ru"": ""великий"", ""ru_variants"": [""великий"", ""великое"", ""великого""], ""tail"": ""mahat-ṛṣi"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
mahendrasya	mahendrasya	2	40	частые	mahat|indra	великий|Индра	indra|mahat-indra	"[{""step"": 1, ""member"": ""indra"", ""ru"": ""Индра"", ""ru_variants"": [""Индра"", ""Индры"", ""Индру""], ""tail"": ""indra"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""mahat"", ""ru"": ""великий"", ""ru_variants"": [""великий"", ""великое"", ""великого""], ""tail"": ""mahat-indra"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
mahākāyo	mahAkAyo	2	40	частые	mahat|kāya	великий|тело	kāya|mahat-kāya	"[{""step"": 1, ""member"": ""kāya"", ""ru"": ""тело"", ""ru_variants"": [""тело"", ""тела"", ""телом""], ""tail"": ""kāya"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""mahat"", ""ru"": ""великий"", ""ru_variants"": [""великий"", ""великое"", ""великого""], ""tail"": ""mahat-kāya"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
mahāvīryaṁ	mahAvIryaṁ	2	40	частые	mahat|vīrya	великий|доблесть	vīrya|mahat-vīrya	"[{""step"": 1, ""member"": ""vīrya"", ""ru"": ""доблесть"", ""ru_variants"": [""доблесть"", ""сила"", ""мужество""], ""tail"": ""vīrya"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""mahat"", ""ru"": ""великий"", ""ru_variants"": [""великий"", ""великое"", ""великого""], ""tail"": ""mahat-vīrya"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
naraśārdūla	naraSArdUla	2	40	частые	nara|śārdūla	человек|тигр	śārdūla|nara-śārdūla	"[{""step"": 1, ""member"": ""śārdūla"", ""ru"": ""тигр"", ""ru_variants"": [""тигр"", ""тигра"", ""тигров""], ""tail"": ""śārdūla"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""nara"", ""ru"": ""человек"", ""ru_variants"": [""человек"", ""мужи"", ""люди""], ""tail"": ""nara-śārdūla"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
