L_id	k1	hom	verdict	mw_realcite	corpus_hit	also_in_pw_same_source	pwg_text_sibling	n_kosa	present_in	novel_kosa	pwg_cited_sources
19452	kOYca		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
19457	kOwa	2	text-attested	1		1	1	1	vcp|mw|ap90|ap|pw	vcp	WILS
19459	kOwakika		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAR|ŚKDR
19464	kOwaBI		dict-lexical	0		0	0	0	mw|ap90|ap		H
19465	kOwalya		kosa-corroborated	0		1	0	2	vcp|mw|ap90|ap|pw|abch	vcp	H
19466	kOwavI		kosa-corroborated	0		1	0	1	armh|mw|ap90|ap|pw	armh	H
19467	kOwasAkzin		text-attested	1		1	0	0	mw|ap|pw		ŚKDR
19485	kOWuma		text-attested	1		1	0	0	mw|pw		COLEBR
19488	kOqodari		text-attested	1		0	0	0	mw		Verz
19492	kORapadanta		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
19499	kORqavAyuti		pwg-unique	0		0	0	0			Verz
19507	kORqila		text-attested	1		1	0	0	mw|pw		ed
19528	kOdAlIka		text-attested	1		1	0	1	vcp|mw|pw	vcp	WILS|ŚKDR
19529	kOdravika		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
19537	kOntika		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	AK|H
19538	kOntI		text-attested	1		1	1	2	vcp|skd|mw|pw	skd|vcp	AK
19544	kOpAdakI		dict-lexical	0		1	0	0	mw|pw		H
19549	kOpodakI		kosa-corroborated	0		1	0	3	vcp|skd|mw|ap90|ap|pw|acsj	acsj|vcp	AK|ŚKDR
19557	kOmArahArita		text-attested	1		1	0	0	mw|pw		Verz
19563	kOmudIcAra		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR|TRIK
19564	kOmudIpati		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
19565	kOmudIvfkza		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR
19568	kOmodI		text-attested	0	bhs	0	0	2	vcp|skd|mw|bhs|ap90|ap	vcp	ŚABDAR|ŚKDR
19583	kOravyAyaRa		text-attested	1		1	0	0	mw|pw		Verz
19586	kOrasrava		pwg-unique	0		1	0	0	pw		Verz
19588	kOrukullaka		text-attested	0	bhs	1	0	0	mw|bhs|pw		VYUTP
19598	kOlaki		text-attested	1		1	0	0	mw|pw		Verz
19599	kOlakeya		kosa-corroborated	0		1	0	1	vcp|mw|ap90|ap|pw	vcp	ŚABDAR|ŚKDR
19607	kOlava		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚKDR
19621	kOlIrA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
19623	kOleya		text-attested	1		1	0	1	vcp|mw|ap|pw	vcp	AK|WILS|ŚKDR
19625	kOlopanizad		text-attested	1		1	0	0	mw|pw		COLEBR|Ind|WEBER
19629	kOlmAzIRa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK|RĀJAN|ŚKDR
19630	kOlya		text-attested	1		1	0	1	vcp|mw|ap90|ap|pw	vcp	AK|WILS|ŚKDR
19631	kOvala		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚKDR
19641	kOSalikA		text-attested	1		1	1	2	vcp|skd|mw|ap90|ap|pw	skd|vcp	H|HĀR
19653	kOSikapriya		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAR|ŚKDR
19654	kOSikaPala		text-attested	1		1	0	1	vcp|mw|pw	vcp	WILS|ŚABDAR|ŚKDR
19655	kOSikAtmaja		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAM|ŚKDR
19657	kOSikAyuDa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAR|ŚKDR
19659	kOSikArAti		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
19662	kOSikyoja		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
19672	kOzika		kosa-corroborated	0		0	0	1	vcp|ap	vcp	MED|ŚKDR
19680	kOzWila		text-attested	0	bhs	1	0	0	mw|bhs|pw		BURN
19684	kOsaleya		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAR|ŚKDR
19689	kOsIdya		text-attested	1	bhs	1	0	3	armh|vcp|mw|bhs|pw|abch	armh|vcp	H|WILSON|ŚKDR
19690	kOsuma		text-attested	1		1	1	1	vcp|mw|ap90|ap|pw	vcp	AK|RĀJAN|ŚKDR
19716	krakacacCada		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H|HĀR|TRIK
19717	krakacapatra		kosa-corroborated	0		0	0	1	vcp	vcp	RĀJAN|ŚKDR
19718	krakacapAd		kosa-corroborated	0		1	0	1	vcp|pw	vcp	HĀR|TRIK
19719	krakacapfzWI		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	skd|vcp	HĀR|TRIK
19720	krakaRa		text-attested	1		1	0	1	vcp|mw|pw	vcp	AK|WILS|ŚABDAR|ŚKDR
19722	krakucCanda		text-attested	1		1	0	1	mw|pw|abch		BURN|H|Z
19726	kratukarman		dict-lexical	0		1	0	0	mw|ap|pw		AK
19727	kratucCada		text-attested	1		1	0	0	mw|pw		H|WILS
19729	kratudruh		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	JAṬĀDH|ŚKDR
19730	kratudviz		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	TRIK
19731	kratuDvaMsin		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	AK
19735	kratupuruza		kosa-corroborated	0		1	0	2	armh|vcp|mw|pw	armh|vcp	TRIK
19738	kratuBuj		kosa-corroborated	0		1	0	2	vcp|mw|ap|pw|abch	vcp	H
19742	kraturAja		text-attested	1		1	1	0	mw|pw		ŚABDAR|ŚKDR
19747	kratUttama		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
19771	kramatrErASika		dict-lexical	0		0	0	0	mw		COLEBR
19772	kramadISvara		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	COLEBR
19775	kramapUraka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
19783	kramasaMdarBapraBAsa		dict-lexical	0		1	0	0	mw|pw		ŚKDR
19791	kramu		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚKDR
19795	kramodvega		dict-lexical	0		1	0	0	mw|pw		ŚKDR
19800	krayaleKya		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚKDR
19804	krayaSIrza		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
19807	krayAroha		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR|TRIK
19810	krayin		text-attested	1		1	0	1	mw|pw|abch		H
19823	kravyASin		text-attested	1		1	0	0	mw|pw		WILS
19832	krAnti		text-attested	1		1	1	2	vcp|mw|pw|abch	vcp	AK|H|ŚKDR
19837	krAntimaRqala		text-attested	1		1	0	0	mw|pw		WILS
19841	krAyaka		text-attested	0	bhs	1	0	2	vcp|mw|bhs|pw|abch	vcp	AK|H
19846	kriyAkAra		text-attested	1	bhs	1	0	1	vcp|mw|bhs|pw	vcp	AK|H|TRIK
19847	kriyAtantra		text-attested	1		1	0	0	mw|pw		BURN
19848	kriyAdvezin		text-attested	1		1	0	1	vcp|mw|ap|pw	vcp	ŚKDR
19850	kriyApAda		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ed|ŚKDR
19855	kriyAvAdin		text-attested	1		1	0	1	vcp|mw|ap|pw	vcp	ŚKDR
19857	kriyAviSAla		kosa-corroborated	0		1	0	1	mw|pw|abch		H
19859	kriyendriya		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
19868	krIqaka		text-attested	0	bhs	1	0	1	vcp|mw|bhs|pw	vcp	TRIK
19877	krIqAcandra		dict-lexical	0		1	0	0	mw|pw		COLEBR
19882	krIqAratna		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
19907	kruDA		kosa-corroborated	0		1	0	2	skd|mw|pw|abch		AK|H|ŚKDR
19920	krUraganDa		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	RĀJAN|ŚKDR
19922	krUradantI		dict-lexical	0		1	0	0	mw|pw		H
19923	krUradfS		text-attested	1		1	1	1	vcp|mw|ap|pw	vcp	Ind|MED|Z
19924	krUraDUrta		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
19925	krUrarAvin		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	RĀJAN|ŚKDR
19926	krUralocana		text-attested	1		1	1	1	vcp|mw|pw	vcp	HĀR
19927	krUrAkfti		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	ŚABDAM|ŚKDR
19929	krUrAtman		kosa-corroborated	0		1	0	1	mw|ap|pw|acph	acph	H
19931	kreRi		kosa-corroborated	0		1	1	1	vcp|mw|pw	vcp	ŚKDR
19935	kreyada		kosa-corroborated	0		1	0	1	mw|pw|abch		H
19939	kroYcadAraRa		dict-lexical	0		1	0	0	mw|pw		AK|ŚKDR
19941	kroWin		pwg-unique	0		0	0	0			Verz
19943	kroqakanyA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
19944	kroqacUqA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
19946	kroqaparRI		kosa-corroborated	0		1	0	1	skd|mw|pw		RĀJAN|ŚKDR
19947	kroqapAda		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
19948	kroqamallaka		text-attested	1	bhs	1	0	0	mw|bhs|pw		BURN
19949	kroqANGri		dict-lexical	0		1	0	0	mw|pw		TRIK
19950	kroqIkaraRa		kosa-corroborated	0		1	0	2	armh|vcp|mw|pw	armh|vcp	H|HALĀY|ŚKDR
19951	kroqImuKa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
19952	kroqezwA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
19953	kroRakavarRa		pwg-unique	0		0	0	0			Verz
19954	kroTa		text-attested	1		1	0	1	vcp|mw|pw	vcp	H|WILS|ŚKDR
19966	krolAyana		pwg-unique	0		0	0	0			Verz
19968	kroSatAla		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR
19969	kroSaDvani		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR
19972	krozwa		text-attested	1		1	0	0	mw|pw		Verz
19976	krozwukapucCikA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	AK|RĀJAN|ŚKDR
19978	krozwukameKalA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	skd|vcp	RATNAM
19982	krozwupucCikA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RATNAM|ŚABDAR|ŚKDR
19983	krozwuPala		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAR|ŚKDR
19985	krozwuvinnA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	skd|vcp	AK
19986	krozwekzu		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
19990	krOYcapadA		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	COLEBR
19995	krOYcAdana		text-attested	1		1	0	1	vcp|mw|pw	vcp	HĀR|MED|RĀJAN|ŚABDAR|ŚKDR
20003	krOzwika		pwg-unique	0		0	0	0			COLEBR
20016	klamaTa		text-attested	0	bhs	1	0	1	vcp|mw|bhs|pw	vcp	AK|VYUTP
20027	klizwi		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚKDR
20030	klItakikA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	skd|vcp	AK
20031	klItanaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ebend|ŚKDR
20043	kledu		text-attested	1		1	0	2	vcp|mw|pw|acph	acph|vcp	H|TRIK|ŚKDR
20052	klEtakika		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAC|ŚKDR
20054	kloma		kosa-corroborated	0		1	0	2	skd|mw|pw|acph	acph|skd	AK|H
20058	kvaNgu		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
20060	kvaRa		kosa-corroborated	0		1	0	3	vcp|skd|mw|pw|abch	skd|vcp	AK|H
20061	kvaRana		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	AK|H|TRIK
20069	kvARa		kosa-corroborated	0		1	1	2	vcp|mw|pw|abch	vcp	AK|H
20071	kvATi		kosa-corroborated	0		0	0	2	mw|acph|nmmb	acph|nmmb	H
20072	kvATodBava		text-attested	1		1	0	0	mw|pw		AK|COLEBR|WILS|ŚKDR
20075	kza		text-attested	0	gra	1	0	2	vcp|skd|mw|gra|pw	skd|vcp	MED
20079	kzaRatu		kosa-corroborated	0		1	0	1	vcp|pw	vcp	H
20084	kzaRadyuti		text-attested	1		1	0	1	vcp|mw|pw	vcp	WILS
20086	kzaRaniSvAsa		dict-lexical	0		1	0	0	mw|pw		ŚABDAR|ŚKDR
20087	kzaRanu		kosa-corroborated	0		1	0	1	mw|pw|abch		H
20088	kzaRaprakASA		text-attested	1		1	0	0	mw|pw		WILS
20089	kzaRapraBA		kosa-corroborated	0		1	0	3	vcp|skd|mw|pw|acsj	acsj|skd|vcp	AK|H
20090	kzaRarAmin		dict-lexical	0		1	0	0	mw|ap|pw		ŚABDAM|ŚKDR
20098	kzataGna		text-attested	1		1	0	1	vcp|mw|pw	vcp	H|WILS|WILSON|ŚABDAC|ŚKDR
20100	kzataviDvaMsin		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAC|ŚKDR
20102	kzatahara		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAC|ŚKDR
20111	kzatrapa		text-attested	1		1	0	0	mw|pw		Z
20120	kzatravfkza		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
20128	kzatriRa		pwg-unique	0		0	0	0			Verz
20152	kzapaRI		text-attested	1		1	0	1	vcp|mw|ap90|ap|pw	vcp	WILSON
20153	kzapaRyu		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAM|ŚKDR
20158	kzapAnATa		text-attested	1		1	1	1	vcp|mw|pw	vcp	WILS
20160	kzapApati		dict-lexical	0		1	0	0	mw|pw		ŚKDR
20169	kzamAdaMSa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20173	kzamitar		pwg-unique	0		1	0	0	pw		AK|H
20176	kzamuda		text-attested	1	bhs	1	0	0	mw|bhs|pw		VYUTP
20186	kzayataru		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20187	kzayaTu		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H
20189	kzayanASinI		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	WILS|ŚABDAM|ŚKDR
20190	kzayapakza		text-attested	1		1	0	1	vcp|mw|pw	vcp	WILS
20203	kzarapatrA		pwg-unique	0		0	0	0			WILSON
20204	kzarin		kosa-corroborated	0		1	0	2	vcp|mw|ap90|ap|pw|abch	vcp	H
20224	kzAntivAdin		text-attested	1	bhs	1	0	0	mw|bhs|pw		BURN|H
20226	kzAntu		text-attested	1		1	0	1	vcp|mw|ap|pw	vcp	ŚKDR
20232	kzAmAsya		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAC|ŚKDR
20239	kzArakarman		dict-lexical	0		1	0	0	mw|pw		Verz
20241	kzAraRA		kosa-corroborated	0		0	0	2	armh|mw|ap90|ap|abch	armh	H
20242	kzAratEla		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚKDR
20243	kzAradalA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
20244	kzAradru		dict-lexical	0		1	0	0	mw|pw		RATNAM
20246	kzArapatra		kosa-corroborated	0		0	0	1	vcp	vcp	H|RĀJAN|ŚKDR
20248	kzAraBUmi		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚKDR
20249	kzAramaDya		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RATNAM
20251	kzAramelaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20254	kzAravfkza		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20255	kzAraSrezWa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20257	kzArasinDu		dict-lexical	0		1	0	0	mw|pw		ŚKDR
20259	kzArAkza		text-attested	1		1	0	0	mw|pw		VYUTP
20261	kzArAcCa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR
20265	kzArikA		kosa-corroborated	0		0	0	2	vcp|skd|mw|ap90|ap	skd|vcp	HĀR
20282	kziti	3	text-attested	1	gra	1	1	3	armh|vcp|mw|gra|pw|abch	abch|armh|vcp	ŚABDAC|ŚKDR
20283	kziti	4	text-attested	1	gra	1	1	3	armh|vcp|mw|gra|pw|abch	abch|armh|vcp	Verz
20284	kzitikaRa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR|TRIK
20286	kzitikzama		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20287	kzitikzit		text-attested	1		1	0	1	vcp|mw|ap|pw	vcp	WILS
20288	kzitigarBa		text-attested	1	bhs	1	0	0	mw|bhs|pw		BURN|VYUTP
20290	kzitijantu		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20295	kzitinAga		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|WILS|ŚKDR
20296	kzitinATa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚKDR
20300	kzitiputra		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚKDR
20306	kzitivadarI		kosa-corroborated	0		0	0	1	vcp	vcp	RĀJAN|ŚKDR
20307	kzitivarDana		dict-lexical	0		1	0	0	mw|pw		TRIK
20309	kzitivyudAsa		kosa-corroborated	0		0	0	1	vcp|mw	vcp	ŚKDR
20312	kzityaditi		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
20314	kzidra		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚKDR
20320	kzipaRa		kosa-corroborated	0		0	0	1	vcp|mw	vcp	JAṬĀDH|ŚKDR
20323	kzipaRyu		text-attested	1		1	0	1	vcp|mw|ap90|ap|pw	vcp	MED
20330	kzipti		text-attested	1		1	1	0	mw|pw		COLEBR|ebend
20335	kziprapAkin		kosa-corroborated	0		0	0	1	vcp|mw	vcp	RATNAM|ŚKDR
20344	kzIjana		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
20348	kzIRavAsin		text-attested	1		1	0	0	mw|ap|pw		WILS
20349	kzIRAzwakarman		text-attested	1		1	0	1	mw|pw|abch		H
20352	kzIraka		text-attested	0	bhs	1	0	1	vcp|mw|bhs|pw	vcp	RATNAM
20353	kzIrakaYcukin		dict-lexical	0		1	0	0	mw|pw		RATNAM
20354	kzIrakaRWa		text-attested	1		1	0	2	vcp|mw|pw|abch	vcp	H|TRIK
20355	kzIrakanda		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	JAṬĀDH|RĀJAN|ŚKDR
20357	kzIrakAkolikA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RATNAM|RĀJAN|ŚABDAC|ŚKDR
20358	kzIrakARqaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20359	kzIrakAzWA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
20360	kzIrakIwa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR
20361	kzIrakzava		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20362	kzIraKarjUra		dict-lexical	0		1	0	0	mw|pw		ŚKDR
20365	kzIraja		kosa-corroborated	0		1	0	3	vcp|mw|pw|abch|nmmb	nmmb|vcp	H|RĀJAN|ŚKDR
20366	kzIrataraMgiRI		dict-lexical	0		1	0	0	mw|pw		COLEBR
20369	kzIradala		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20371	kzIradruma		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20373	kzIraDAtrI		text-attested	1	bhs	1	0	0	mw|bhs|ap|pw		VYUTP
20374	kzIraDenu		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚKDR
20375	kzIranASa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20379	kzIraparRin		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
20386	kzIramocaka		dict-lexical	0		1	0	0	mw|pw		WILS
20389	kzIrayazwika		text-attested	1		1	0	0	mw|pw		WILS
20390	kzIralatA		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20392	kzIravallI		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
20393	kzIravAri		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
20395	kzIravikfti		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK
20396	kzIravidArikA		kosa-corroborated	0		1	0	1	skd|mw|pw		ŚABDAR|ŚKDR
20397	kzIravidArI		kosa-corroborated	0		0	0	2	vcp|skd|mw	vcp	AK|ŚKDR
20398	kzIravizARikA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
20401	kzIraSara		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
20402	kzIraSIrza		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20403	kzIraSukrA		kosa-corroborated	0		0	0	1	vcp	vcp	RĀJAN|ŚKDR
20407	kzIrasa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20408	kzIrasaMtAnikA		dict-lexical	0		1	0	0	mw|pw		ŚKDR
20412	kzIrasAra		text-attested	1		1	0	1	vcp|mw|pw	vcp	RĀJAN|WILS|ŚKDR
20413	kzIrasPawika		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
20418	kzIrAbDija		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H|MED
20419	kzIrAbDitanayA		kosa-corroborated	0		1	0	1	skd|mw|pw	skd	AK|H
20421	kzIrAvikA		kosa-corroborated	0		1	0	1	skd|mw|ap|pw		ŚABDAR|ŚKDR
20422	kzIrAvI		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	skd|vcp	AK
20423	kzIrAhva		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H|TRIK
20427	kzIrISa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RATNAM
20428	kzIreyI		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap90|ap|pw	vcp	HALĀY|ŚKDR
20437	kzuRa		text-attested	0	bhs	1	0	1	vcp|mw|bhs|pw	vcp	ŚABDAC|ŚKDR
20439	kzuRRaka		kosa-corroborated	0		0	0	1	mw|acph	acph	H
20440	kzut		text-attested	1		1	1	2	vcp|skd|mw|ap90|ap|pw	skd|vcp	AK|H|TRIK
20441	kzuta		text-attested	1		1	0	2	vcp|mw|pw|abch	vcp	H
20442	kzutaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20443	kzutABijanana		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	AK|H|ŚKDR
20445	kzutkarI		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	ŚABDAC|ŚKDR
20448	kzuda		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	ŚKDR
20451	kzudrakaRwakArI		kosa-corroborated	0		0	0	1	vcp|mw	vcp	RĀJAN|ŚKDR
20454	kzudrakalpa		dict-lexical	0		1	0	0	mw|pw		Ind
20455	kzudrakAralikA		kosa-corroborated	0		1	0	1	skd|mw|pw		RĀJAN|ŚKDR
20456	kzudrakAravellI		kosa-corroborated	0		0	0	2	vcp|skd|mw	vcp	RĀJAN|ŚKDR
20457	kzudrakuliSa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20459	kzudrakxpti		text-attested	1		0	0	0	mw		Ind
20460	kzudrakzura		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20461	kzudragokzuraka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20462	kzudraGaRwikA		kosa-corroborated	0		1	0	4	armh|vcp|skd|mw|ap|pw|abch	armh|skd|vcp	AK|H
20463	kzudraGolI		kosa-corroborated	0		0	0	2	vcp|skd|mw	vcp	RĀJAN|ŚKDR
20464	kzudracaYcu		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20465	kzudracandana		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20466	kzudracirBiwA		kosa-corroborated	0		1	0	1	skd|pw		RĀJAN|ŚKDR
20467	kzudracUqa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAC|ŚKDR
20469	kzudrajAtIPala		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20470	kzudrajIra		dict-lexical	0		1	0	0	mw|pw		ŚABDAC|ŚKDR
20471	kzudrajIvA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
20473	kzudratulasI		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
20474	kzudradaMSikA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	vcp	JAṬĀDH|ŚKDR
20475	kzudradurAlaBA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
20476	kzudraduHsparSA		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
20477	kzudraDAtrI		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
20478	kzudranAsika		kosa-corroborated	0		1	0	3	armh|vcp|mw|pw|abch	armh|vcp	H
20479	kzudrapatra		pwg-unique	0		0	0	0			HĀR|RĀJAN|ŚKDR
20480	kzudrapanasa		text-attested	1		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
20481	kzudraparRa		dict-lexical	0		0	0	0	mw		RĀJAN|ŚKDR
20482	kzudrapAzARaBedA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
20483	kzudrapippalI		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
20485	kzudrapotikA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
20486	kzudraPalaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAC|ŚKDR
