k1	verdict	independent_hits	in_mw	kosa_hits	in_pw_same_source
anumAnamayUKa	pwg-unique				1
anumAnaprAmARyavyavasTApana	pwg-unique				1
anumAnaprakASa	mw-only		1		1
anumAnatattvacintAmaRi	pwg-unique				1
anumAnokti	text-independent	ap	1		1
anumalla	pwg-unique				1
anumantavya	mw-only		1		1
anumaraRa	mw-only		1		1
anumiti	mw-only		1		1
anumitiparAmarSakAryakAraRaBAvavicAra	pwg-unique				
anumititva	pwg-unique				
anunAsikya	pwg-unique				1
anupAta	text-independent	ap90|ap|bhs	1		1
anupAtaka	mw-only		1		1
anupada	text-independent	ap90|ap	1		1
anupadasUtra	mw-only		1		1
anupamamati	text-independent	bhs	1		1
anupapAdaka	mw-only		1		1
anupasaMhArin	text-independent	ap90|ap			1
anuplava	text-independent	bhs	1		1
anuprayoga	mw-only		1		1
anupuzpa	mw-only		1		1
anurADapura	mw-only		1		1
anurAga	text-independent	ap90|ap	1		1
anurAgavant	pwg-unique				1
anurAgin	text-independent	ap90|ap	1		1
anurakti	mw-only		1		1
anurati	mw-only		1		
anuroDana	mw-only		1		1
anurudDa	text-independent	ap|bhs	1		1
anusAra	mw-only		1		1
anusArin	text-independent	ap90|ap	1		1
anusEnya	mw-only		1		1
anusUyA	pwg-unique				1
anusaMDi	text-independent	bhs	1		1
anusara	mw-only		1		1
anusmfti	text-independent	bhs	1		1
anustotra	mw-only		1		1
anusyUta	text-independent	ap90|ap	1		
anutApa	mw-only		1		1
anutara	text-independent	ap90|ap	1		1
anutarza	text-independent	bhs	1		1
anutarzaRa	mw-only		1		1
anutpattika	text-independent	ap			1
anuttara	text-independent	ap90|ap|bhs	1		1
anuttarayogatantra	mw-only		1		1
anuttaropapAtika	mw-only		1		1
anuvAda	mw-only		1		1
anuvAkAnukramaRI	text-independent	ap	1		1
anuvAkIya	pwg-unique				
anuvAkasaMKyA	pwg-unique				1
anuvAsa	mw-only		1		1
anuvAsana	mw-only		1		1
anuvaha	mw-only		1		1
anuvartana	text-independent	ap90|ap	1		1
anuviDeya	mw-only		1		1
anuviSva	mw-only		1		
anuvrajana	mw-only		1		1
anuvyaYjana	text-independent	bhs	1		1
anuyojana	mw-only		1		1
anuzRagu	mw-only		1		1
anuzRavallikA	text-independent	ap	1	skd	1
anuzWAnaSarIra	mw-only		1		1
anuzWAyajYayajYIya	pwg-unique				1
anuzaNgin	text-independent	ap	1		1
anuzwuB	text-independent	ap90|ap|gra	1		1
anuzwupSiras	mw-only		1		1
anvAKyAna	mw-only		1		1
anvAKyAyaka	mw-only		1		1
anvAroha	mw-only		1		1
anvIkzA	text-independent	ap90|ap	1		1
anvIkzaRa	mw-only		1		1
anvIta	text-independent	ap90|ap	1		1
anvavAya	mw-only		1		1
anvavekzA	text-independent	ap90|ap	1		1
anviti	text-independent	ap90|ap	1		1
anyAsADAraRa	text-independent	ap	1		
anyUna	text-independent	ap90|ap	1		1
anya	text-independent	ap90|ap|gra	1		1
anyaBft	text-independent	ap	1	skd	1
anyaBfta	mw-only		1		1
anyaSAKaka	mw-only		1		1
anyaTA	text-independent	ap90|ap|gra	1	skd	1
anyaTAKyAti	mw-only		1		1
anyaTAsidDivicAra	pwg-unique				
anyajAta	text-independent	ap|gra	1		1
anyaja	text-independent	ap	1		
anyajanman	text-independent	ap	1		1
anyakArukA	text-independent	ap	1		1
anyaliNga	text-independent	ap	1		1
anyaliNgaka	text-independent	ap	1		1
anyamanaska	text-independent	ap	1		1
anyapUrvA	text-independent	ap	1		1
anyatA	mw-only		1		1
anyatkAma	mw-only		1		1
anyokti	mw-only		1		1
anyonyABAva	mw-only		1		1
anyonyASraya	text-independent	ap	1		1
anyonyaBAva	mw-only		1		1
anyonyokti	mw-only		1		1
apAMnATa	mw-only		1		1
apAMniDi	mw-only		1		1
apAMpitta	text-independent	ap90|ap			1
apAMvatsa	mw-only		1		1
apANgadarSana	mw-only		1		1
apANgadeSa	mw-only		1		1
apANgaka	text-independent	ap	1		1
apAcItarA	mw-only		1		1
apAkaSAka	mw-only		1		1
apAkarizRu	text-independent	ap90|ap	1		1
apAkza	text-independent	ap90|ap	1		1
apAmArjana	mw-only		1		1
apAmIva	pwg-unique				1
apAna	mw-only		1		1
apAnapavana	mw-only		1		1
apArDya	pwg-unique				1
apAra	text-independent	ap90|ap|gra	1		1
apAsaNga	mw-only		1		1
apAtra	mw-only		1		1
apAtyaya	pwg-unique				1
apAvftti	mw-only		1		1
apAwava	text-independent	ap90|ap	1		1
apInasa	mw-only		1		1
apUraRI	text-independent	ap90|ap	1	skd	
apUraRa	mw-only		1		1
apUrvakaraRa	mw-only		1		1
apUrvavAda	mw-only		1		1
apaBaraRI	text-independent	ap90|ap	1		1
apaDvaMsin	text-independent	ap90|ap	1		1
apaSIrza	text-independent	ap90|ap			1
apaSada	pwg-unique				
apaSoka	text-independent	ap90|ap	1		1
apaSyanA	text-independent	bhs	1		1
apacCAya	text-independent	ap90|ap	1		
apacikIrzA	mw-only		1		1
apadAntara	text-independent	ap	1		1
apadiSam	text-independent	ap	1		1
apagA	text-independent	ap	1	skd	1
apaguRa	pwg-unique				1
apahAraRa	mw-only		1		1
apahAsa	mw-only		1		1
apahnuti	mw-only		1		1
apajYAna	mw-only		1		1
apakartar	pwg-unique				1
apakarzin	text-independent	bhs	1		1
apakfti	mw-only		1		1
apakrama	mw-only		1		1
apakroSa	mw-only		1		1
apalAla	text-independent	bhs	1		1
apalAzikA	text-independent	ap90|ap	1	skd	1
apala	text-independent	ap90|ap	1		1
apamUrDan	text-independent	ap90|ap	1		1
apamaNgala	mw-only		1		1
apamala	mw-only		1		1
apamarRa	pwg-unique				1
apamityaka	pwg-unique				1
apanayana	mw-only		1		1
apanetavya	pwg-unique				1
apaneya	mw-only		1		1
apapAtrita	mw-only		1		1
aparAdDapfzatka	mw-only		1		1
aparAdDezu	mw-only		1		1
aparAntikA	mw-only		1		
aparArka	mw-only		1		1
aparagoqani	pwg-unique				
aparati	pwg-unique				1
aparatva	mw-only		1		1
aparavaktrA	text-independent	ap	1		
aparavaktra	pwg-unique				1
aparavideha	pwg-unique				1
aparetarA	text-independent	ap	1		1
aparicCada	text-independent	ap90|ap	1		1
aparigraha	text-independent	ap90|ap	1		1
aparimlAna	text-independent	ap90|ap	1		1
aparokzAnuBava	pwg-unique				1
aparvadaRqa	mw-only		1		1
apasAra	mw-only		1		1
apasArya	pwg-unique				1
apasara	text-independent	ap90|ap	1		1
apasarjana	mw-only		1		1
apasarpa	text-independent	ap90|ap	1		1
apasfpti	mw-only		1		1
apatyaSatru	mw-only		1		1
apatyada	text-independent	ap	1		1
apavAhaka	mw-only		1		1
apavAraRa	mw-only		1		1
apavArita	text-independent	ap90|ap	1		
apavAruka	pwg-unique				
apavana	text-independent	ap90|ap	1		1
apavarRa	mw-only		1		1
apavaraka	text-independent	ap90|ap	1		1
apavarjana	mw-only		1		1
apavarta	text-independent	ap90|ap	1		1
apavfti	pwg-unique				
apaviza	text-independent	ap90|ap			
apavyApAra	mw-only		1		1
apawAntara	text-independent	ap	1		1
apayyadIkzita	pwg-unique				1
apazWula	text-independent	ap90|ap	1		1
apazWura	text-independent	ap90|ap	1		1
apekzaRa	mw-only		1		1
apekzitavyAKyAna	pwg-unique				
apetarAkzasI	text-independent	ap	1	skd	1
apeya	text-independent	ap90|ap	1		1
apiSala	mw-only		1		1
apigIrRa	text-independent	ap90|ap	1		
apkftsna	text-independent	bhs	1		1
apodikA	text-independent	ap90|ap	1	skd	1
apoha	mw-only		1		1
apohana	mw-only		1		1
appadIkzita	mw-only		1		1
appaidIkzita	pwg-unique				1
appayyadIkzita	pwg-unique				1
appidIkzita	pwg-unique				1
appitta	mw-only		1		1
aprAgrya	text-independent	ap90|ap	1		1
apraguRa	text-independent	ap90|ap	1		1
aprahata	text-independent	ap90|ap	1		1
aprakfzwa	text-independent	ap90|ap|bhs	1		1
apralambam	mw-only		1		1
apramARABa	text-independent	bhs	1		1
apramARaSuB	pwg-unique				
apramIya	mw-only		1		1
aprastutastuti	mw-only		1		1
apratiBa	text-independent	ap90|ap	1		1
apratikara	text-independent	ap90|ap	1		1
apratisaMKya	text-independent	ap90|ap			
apreman	text-independent	ap90|ap	1		1
apretarAkzasI	text-independent	ap90|ap	1	skd	1
apsaraHpati	mw-only		1		1
apsareSvaratIrTa	pwg-unique				1
aptas	text-independent	ap90|ap	1		1
apucCA	text-independent	ap	1	skd	1
apuzpaPalada	text-independent	ap	1		1
apuzwa	text-independent	ap90|ap	1		1
apvA	text-independent	ap|gra	1		1
apyAyadIkzita	pwg-unique				1
apyadIkzita	mw-only		1		1
apyayadIkzita	mw-only		1		1
apyayya	pwg-unique				
aqqana	mw-only		1		1
ar	text-independent	gra			1
arDIkar	pwg-unique				
arDaBowikA	text-independent	ap			
arDaSaPara	mw-only		1		1
arDaSabda	text-independent	ap	1		1
arDaSana	pwg-unique				1
arDaSloka	mw-only		1		1
arDacakravartin	text-independent	ap	1		1
arDacakrin	text-independent	ap	1		1
arDacandrakuRqa	mw-only		1		1
arDacandrikA	text-independent	ap	1		
arDacolaka	mw-only		1		1
arDagaNgA	text-independent	ap	1		1
arDagucCa	mw-only		1		1
arDahAra	mw-only		1		1
arDajAhnavI	mw-only		1		1
arDalakzmIhari	mw-only		1		1
arDamARava	mw-only		1		1
arDamAgaDI	text-independent	ap	1		1
arDamAtrA	text-independent	ap	1		
arDamuzwi	mw-only		1		1
arDanArISa	mw-only		1		1
arDanArISvara	mw-only		1		1
arDanArInara	pwg-unique				1
arDapArAvata	mw-only		1		1
arDapraharikA	mw-only		1		1
arDarecita	pwg-unique				1
arDasAra	pwg-unique				1
arDasTAna	pwg-unique				1
arDasama	text-independent	ap	1		1
arDatUra	mw-only		1		1
arDatikta	mw-only		1		1
arDavEnASika	mw-only		1		1
arDavIkzaRa	mw-only		1		1
arDay	pwg-unique				1
arDendu	mw-only		1		1
arDodaya	mw-only		1		1
arGISa	mw-only		1		1
arGawa	mw-only		1		1
arRavaja	text-independent	ap	1		1
arRavamandira	mw-only		1		1
arRavavarRana	mw-only		1		1
arRavodBava	mw-only		1		1
arRoBava	mw-only		1		1
arRoda	mw-only		1		1
arSa	text-independent	ap90|ap|gra	1		1
arSin	text-independent	ap90|ap	1		1
arSohita	text-independent	ap	1		1
arSoyuj	text-independent	ap	1		1
arTAgama	mw-only		1		1
arTAlaMkAra	mw-only		1		1
arTArTin	text-independent	ap	1		1
arTAtman	pwg-unique				1
arTOGa	mw-only		1		1
arTaGna	text-independent	ap	1		1
arTadUzaRa	mw-only		1		1
arTadyotanikA	mw-only		1		1
arTajYa	text-independent	ap	1		1
arTakarman	text-independent	ap	1		1
arTanA	text-independent	ap90|ap	1	skd	1
arTaniScaya	mw-only		1		1
arTapaYcakanirUpaRa	pwg-unique				1
arTapati	mw-only		1		1
arTaprayoga	mw-only		1		1
arTasidDaka	mw-only		1		1
arTavargIya	text-independent	bhs	1		1
arTavijYAna	mw-only		1		1
arTaviniScaya	text-independent	bhs	1		1
arTavyayasaha	mw-only		1		1
arTay	text-independent	gra			1
arTayukti	mw-only		1		1
arTika	text-independent	bhs	1		1
arTitA	text-independent	ap90|ap	1		1
arTotpAda	mw-only		1		1
arUza	mw-only		1		1
ara	text-independent	ap90|ap|gra	1		1
araGawwaka	mw-only		1		1
araNgin	text-independent	ap	1		
araRIketu	mw-only		1		1
araRyaDAnya	mw-only		1		1
araRyaGolI	mw-only		1	skd	1
araRyaSAli	mw-only		1		1
araRyaSUraRa	mw-only		1		1
araRyaSvan	text-independent	ap	1		1
araRyacawaka	mw-only		1		1
araRyajArdrakA	mw-only		1	skd	1
araRyajIra	mw-only		1		1
araRyaja	text-independent	ap	1		1
araRyakArpAsI	mw-only		1	skd	1
araRyakadalI	text-independent	ap	1	skd	1
araRyakulatTikA	mw-only		1	skd	1
araRyakusumBa	mw-only		1		1
araRyamakzikA	text-independent	ap	1	skd	1
araRyamudga	mw-only		1		1
araRyavAsinI	text-independent	ap	1	skd	
araRyavAstUka	mw-only		1		1
araRyavAyasa	mw-only		1		1
araRyazazWI	text-independent	ap	1	skd	1
aragvaDa	pwg-unique				1
araka	mw-only		1		1
aramIka	pwg-unique				
arama	text-independent	ap90|ap			
arara	mw-only		1		1
arare	text-independent	ap90|ap	1	skd	1
arari	text-independent	gra	1		1
arasIWakkura	mw-only		1		1
aratatrapa	text-independent	ap	1		1
arati	text-independent	ap90|ap|bhs|gra	1		1
arawu	text-independent	gra	1		1
arbudAraRya	mw-only		1		1
arcanAnas	text-independent	ap|gra	1		1
arcanamaRi	pwg-unique				1
ardani	mw-only		1		1
ardvantu	pwg-unique				
arere	text-independent	ap90|ap	1	skd	1
arga	mw-only		1		1
argalikA	text-independent	ap90|ap	1	skd	1
argawa	mw-only		1		1
arhaccandrasUri	pwg-unique				1
arhanta	text-independent	ap	1		1
arhayoSri	pwg-unique				
ariRin	text-independent	ap90|ap			
arimARa	pwg-unique				
arimIRanIsAra	pwg-unique				
arimarda	mw-only		1		1
arisiMha	mw-only		1		1
arizwagfha	mw-only		1		1
arizwahan	text-independent	ap	1		1
arizwasUdana	mw-only		1		
arjaka	text-independent	ap90|ap	1		1
arjanaDvaja	pwg-unique				
arjunIyA	pwg-unique				1
arjunamiSra	mw-only		1		1
arjunapura	mw-only		1		1
arjunasiMha	mw-only		1		1
arjuneSvaratIrTa	mw-only		1		1
arjunopama	mw-only		1		1
arkASman	text-independent	ap	1		1
arkaBaktA	text-independent	ap	1	skd	1
arkaSiras	mw-only		1		1
arkabAnDava	mw-only		1		1
arkabanDu	mw-only		1		1
arkacikitsA	text-independent	ap	1		1
arkadala	pwg-unique				1
arkagrIva	mw-only		1		1
arkahitA	text-independent	ap	1	skd	1
arkaja	mw-only		1		1
arkakAntA	text-independent	ap	1	skd	1
arkakuRqatIrTa	mw-only		1		1
arkamUlA	text-independent	ap	1	skd	1
arkapAdapa	mw-only		1		1
arkaparRa	mw-only		1		1
arkaprakASa	text-independent	ap	1		1
arkapriyA	text-independent	ap	1	skd	1
arkapuzpa	pwg-unique				1
arkapuzpikA	mw-only		1	skd	1
arkaretoja	mw-only		1		1
arkasUnu	mw-only		1		1
arkasodara	mw-only		1		1
arkavallaBa	mw-only		1		1
arkaveDa	mw-only		1		1
armaRa	mw-only		1		1
aroga	text-independent	ap90|ap	1		1
arogya	text-independent	ap90|ap	1		
arpaRamImAMsA	mw-only		1		
arsas	pwg-unique				
artagala	mw-only		1		1
arti	mw-only		1		1
artikA	text-independent	ap90|ap	1		1
aru	mw-only		1		1
aruRABa	pwg-unique				1
aruRAcalasTala	pwg-unique				1
aruRAditya	mw-only		1		1
aruRAtmaja	mw-only		1		1
aruRAvaraja	mw-only		1		1
aruRadatta	mw-only		1		1
aruRakamala	mw-only		1		1
aruRalocana	text-independent	ap	1		1
aruRasAraTi	mw-only		1		1
aruRasmfti	mw-only		1		1
aruRodayasaptamI	mw-only		1	skd	1
aruRopala	mw-only		1		1
aruSa	mw-only		1		1
aruhA	text-independent	ap90|ap	1	skd	
arunDatIjAni	mw-only		1		1
arunDatInATa	mw-only		1		1
arunDatIsahacara	mw-only		1		1
aruzka	mw-only		1		1
arvAdevI	pwg-unique				1
aryamaBUti	mw-only		1		1
aryamadevA	text-independent	ap	1		1
aryamarADa	mw-only		1		1
asAMprata	text-independent	ap90|ap	1		1
asAlatiKAna	pwg-unique				1
asAlatiprakASa	mw-only		1		1
asArarUpa	pwg-unique				
asTAga	text-independent	ap90|ap			1
asTalA	pwg-unique				
asTiBaNga	mw-only		1		1
asTiBakza	mw-only		1		1
asTiBuj	mw-only		1		1
asTiDanvan	text-independent	ap	1		1
asTiSfNKalA	text-independent	ap	1	skd	1
asTikft	text-independent	ap	1	skd	1
asTikuRqa	mw-only		1		1
asTipaYjara	mw-only		1		1
asTisAra	mw-only		1		1
asTisaMhAra	mw-only		1		1
asTisaMhAraka	mw-only		1		1
asTisneha	mw-only		1		1
asTitejas	text-independent	ap	1		1
asTituRqa	mw-only		1		1
asTivigraha	text-independent	ap			1
asUkzaRa	pwg-unique				1
asUrkzaRa	mw-only		1		1
asUrya	text-independent	ap90|ap|gra	1		1
asaMgata	text-independent	ap90|ap	1		1
asaMhata	text-independent	ap90|ap	1		1
asaMjYisattva	text-independent	bhs	1		1
asaMkula	text-independent	ap90|ap	1		1
asaMmoza	text-independent	bhs	1		1
asaMnadDa	text-independent	ap90|ap	1		1
asaMyuta	text-independent	ap90|ap	1		1
asadaDyetar	pwg-unique				1
asadgraha	mw-only		1		1
asadgrahin	pwg-unique				1
asahana	text-independent	ap90|ap	1		1
asakftsamADi	mw-only		1		1
asama	text-independent	ap90|ap|gra	1		1
asamezu	mw-only		1		1
asanaparRI	text-independent	ap	1	skd	1
asant	pwg-unique				1
asaru	mw-only		1		1
asatpaTa	mw-only		1		1
asattA	text-independent	ap90|ap	1		1
asattva	text-independent	ap90|ap	1		1
asatya	text-independent	ap90|ap|gra	1		1
asecana	text-independent	ap90|ap|bhs	1		1
asfgDarA	text-independent	ap	1	skd	1
asfkkara	mw-only		1		1
asfkpa	mw-only		1		1
asfpAwa	mw-only		1		1
asiDArA	text-independent	ap	1		1
asiDAva	mw-only		1		1
asiDAvaka	mw-only		1		1
asiDenu	mw-only		1		1
asiDenukA	text-independent	ap	1	skd	1
asiSimbI	mw-only		1		1
asidDinirUpaRavyAKyA	pwg-unique				1
asidaMzwra	mw-only		1		1
asidaMzwraka	mw-only		1		1
asigaRqa	mw-only		1		1
asiheti	mw-only		1		1
asika	mw-only		1		1
asimeda	mw-only		1		1
asipatra	text-independent	ap			
asipatraka	pwg-unique				
asipucCaka	mw-only		1		1
asiputrI	text-independent	ap	1	skd	1
asiputrikA	text-independent	ap	1	skd	1
asitABraSeKara	mw-only		1		1
asitANga	mw-only		1		1
asitAlu	mw-only		1		1
asitArcis	text-independent	ap	1		1
asitamfga	mw-only		1		1
asitotpala	mw-only		1		1
asmanta	pwg-unique				
asmimAna	text-independent	bhs	1		1
asmitA	text-independent	ap90|ap	1		1
asnigDadAru	text-independent	ap		skd	
asrArjaka	text-independent	ap	1		1
asra	mw-only		1		1
asraKadira	mw-only		1		1
asraPalA	text-independent	ap	1	skd	1
asraja	mw-only		1		1
asrajit	text-independent	ap			
asrakaRWa	pwg-unique				1
asramAtfkA	text-independent	ap	1	skd	1
asrapa	mw-only		1		1
asrapatraka	pwg-unique				
asraroDinI	text-independent	ap	1	skd	1
asravinducCadA	kosa-only			skd	
astAGa	text-independent	ap90|ap	1		1
astAga	pwg-unique				1
astamatI	kosa-only			skd	1
astarkzaRa	pwg-unique				1
astikAya	mw-only		1		1
astimant	pwg-unique				1
astipravAda	mw-only		1		1
astrajit	text-independent	ap	1	skd	1
astrakaRwaka	text-independent	ap	1		1
astramArja	mw-only		1		1
astrasAyaka	mw-only		1		1
astrin	text-independent	ap90|ap	1		1
astyAna	mw-only		1		1
asuDAraRa	mw-only		1		1
asukzaRa	pwg-unique				1
asumant	pwg-unique				1
asurAcArya	mw-only		1		1
asurAhva	mw-only		1		1
asuradviz	text-independent	ap	1		1
asurakumAra	mw-only		1		1
asuraripu	mw-only		1		1
asurasA	text-independent	ap90|ap	1	skd	1
asurkzaRa	pwg-unique				1
asuvilAsa	mw-only		1		1
asvAmika	text-independent	ap90|ap	1		1
atIzaNga	pwg-unique				1
atalasparSa	text-independent	ap	1		1
atalaspfS	text-independent	ap	1		1
atapa	text-independent	ap90|ap|bhs	1		1
atarka	text-independent	ap90|ap	1		1
atarkita	text-independent	ap90|ap	1		1
atejas	text-independent	ap90|ap	1		1
atiBAraga	mw-only		1		1
atiBI	mw-only		1		1
atiSAyin	text-independent	ap90|ap	1		1
atiSUnya	pwg-unique				1
atiSUra	pwg-unique				1
atiSaktitA	mw-only		1	skd	1
atiSoBana	mw-only		1		1
aticAra	mw-only		1		1
aticaRqA	pwg-unique				
aticara	text-independent	ap90|ap	1		
atidAna	mw-only		1		1
atidAtar	pwg-unique				1
atidIpya	mw-only		1		1
atidUra	text-independent	ap90|ap	1		1
atidurgAmanu	pwg-unique				1
atigaRqa	mw-only		1		1
atiganDAlu	text-independent	ap	1		1
atiganDa	text-independent	ap	1		1
atigarvita	mw-only		1		1
atiguRa	text-independent	ap90|ap	1		1
atiguRatA	pwg-unique				
atihAsa	mw-only		1		1
atihasita	mw-only		1		1
atijAgara	text-independent	ap90|ap	1		1
atijava	mw-only		1		1
atikaTA	text-independent	ap90|ap	1	skd	1
atikaTa	text-independent	ap	1		1
atikandaka	mw-only		1		1
atikeSara	mw-only		1		
atikrAntaBAvanIya	pwg-unique				1
atikutsita	mw-only		1		1
atiliha	pwg-unique				
atilubDa	mw-only		1		1
atimAna	text-independent	ap90|ap|bhs	1		1
atimaNgalya	text-independent	ap	1		1
atimaryAda	text-independent	ap90|ap	1		1
atimodA	text-independent	ap90|ap	1	skd	1
atipAdanicft	text-independent	ap90|ap	1		1
atipAra	pwg-unique				1
atipAtaka	mw-only		1		1
atipUrva	pwg-unique				1
atipaTin	text-independent	ap90|ap	1		
atiparuza	pwg-unique				1
atipatana	mw-only		1		1
atipatra	pwg-unique				
atirakta	text-independent	ap90|ap	1		1
atirasA	text-independent	ap90|ap	1	skd	
atiratna	pwg-unique				1
atireKA	pwg-unique				1
atireka	text-independent	ap|bhs	1		1
atiroga	mw-only		1		1
atiromaSa	text-independent	ap90|ap	1		1
atirucira	text-independent	ap90|ap	1		
atisAmyA	text-independent	ap90|ap	1	skd	1
atisPira	mw-only		1		1
atisTira	mw-only		1		1
atisaMDAna	mw-only		1		1
atisaktimant	pwg-unique				1
atisarjana	text-independent	bhs	1		1
atisundara	mw-only		1		1
atisvapna	mw-only		1		1
atisvara	pwg-unique				
atitAra	pwg-unique				
atitIrTa	pwg-unique				1
atitIvra	text-independent	ap90|ap	1		1
atitarAm	text-independent	ap	1		1
atitara	pwg-unique				1
atitejas	pwg-unique				1
ativAhika	text-independent	ap90|ap	1		
ativaktar	pwg-unique				1
ativartana	mw-only		1		1
ativartula	text-independent	ap90|ap	1		1
ativarzaRa	pwg-unique				1
ativela	text-independent	ap90|ap	1		
ativfdDi	mw-only		1		1
ativftta	pwg-unique				1
ativfzwi	mw-only		1		1
ativikawa	text-independent	ap90|ap	1		1
ativizAdin	pwg-unique				
ativizama	pwg-unique				1
ativrata	pwg-unique				1
ativyaTA	text-independent	ap90|ap	1	skd	1
atiyuvan	mw-only		1		1
atizaNga	pwg-unique				1
atnu	mw-only		1		
atrISvara	pwg-unique				1
atriBAradvAjikA	text-independent	ap	1	skd	
atridfgja	mw-only		1		
atrijAta	text-independent	ap	1		1
atrikASrama	pwg-unique				1
atrinetraBU	mw-only		1		1
atrinetraja	mw-only		1		1
atrinetraprasUta	mw-only		1		1
atriputra	pwg-unique				
atrismfti	mw-only		1		
atritanUBava	pwg-unique				
attA	text-independent	ap90|ap	1	skd	1
attali	mw-only		1		
atti	mw-only		1		1
attikA	mw-only		1	skd	1
atyADAna	mw-only		1		1
atyASA	mw-only		1	skd	1
atyASa	pwg-unique				1
atyASramin	mw-only		1		1
atyAla	mw-only		1		1
atyArya	pwg-unique				1
atyAsanna	mw-only		1		1
atyUha	mw-only		1		1
atyalpa	mw-only		1		1
atyambupAna	pwg-unique				1
atyamlaparRa	pwg-unique				
atyantABAva	mw-only		1		1
atyanta	text-independent	ap	1		1
atyantaSaMkarI	pwg-unique				1
atyantagAmin	text-independent	ap	1		1
atyantasukumAra	text-independent	ap	1		1
atyantika	text-independent	ap	1		1
atyarDa	pwg-unique				1
atyayika	text-independent	ap90|ap|bhs	1		
atyazwisAmagrI	mw-only		1		1
atyucCrita	pwg-unique				1
atyuccEs	mw-only		1		1
atyudAtta	pwg-unique				1
atyugra	text-independent	ap90|ap	1		1
atyukta	pwg-unique				1
atyukti	mw-only		1		1
atyunnata	pwg-unique				1
atyunnati	pwg-unique				1
atyupaDa	text-independent	ap90|ap	1		1
atyutseka	pwg-unique				1
avAcIna	text-independent	ap90|ap	1		1
avAcyadeSa	mw-only		1		1
avAgBAga	mw-only		1		1
avAgra	text-independent	ap90|ap	1		1
avAkSruti	mw-only		1		1
avAkpuzpI	text-independent	ap	1	skd	1
avAna	text-independent	ap90|ap	1		1
avApita	text-independent	ap90|ap	1		
avArikA	text-independent	ap90|ap	1	skd	1
avAsas	text-independent	ap90|ap	1		1
avaBAsaka	text-independent	ap90|ap	1		1
avaBAsanaSiKin	text-independent	bhs	1		1
avaBAsaprApta	mw-only		1		1
avaBAsapraBa	text-independent	bhs	1		1
avaBfTasAman	mw-only		1		
avaDUta	text-independent	ap90|ap|bhs	1		1
avaDfti	pwg-unique				1
avaDyASva	pwg-unique				1
avaGawwa	mw-only		1		1
avaSin	mw-only		1		1
avaSyA	text-independent	ap90|ap	1		1
avabaDA	text-independent	ap90|ap	1		1
avacAyin	text-independent	ap90|ap	1		1
avacCurita	text-independent	ap90|ap	1		1
avacCuritaka	mw-only		1		1
avacUla	text-independent	ap90|ap	1		1
avacUlaka	mw-only		1		1
avacUri	mw-only		1		1
avacara	text-independent	bhs	1		1
avadAha	mw-only		1		1
avadAna	text-independent	bhs	1		1
avadAraka	mw-only		1		1
avadoha	mw-only		1		1
avadraNga	text-independent	bhs	1		1
avadyotin	text-independent	ap90|ap	1		1
avagAda	pwg-unique				1
avagUhana	mw-only		1		1
avagaRa	text-independent	ap90|ap	1		1
avagaRana	mw-only		1		1
avagaRqa	mw-only		1		1
avagalBa	pwg-unique				
